name
"Addington Field"
"United Coal Heliport"
"Elma Municipal Airport"
"Island View Airport"
"Aegis Heliport"
"Eagles Landing Airport"
"Upper Hannum Creek Airport"
"Odom's Flying Service Airport"
"Austin Air Ads Airport"
"Ozarks Medical Center Heliport"
"Ervin Airfield"
"Elge Field"
"Express Marine Heliport"
"Old Fort Farm Airport"
"Earl's Air Park"
"Alkay Airport"
"Appalachian Regional Hospital Heliport"
"Oscoda County/Dennis Kauffman Memorial Airport"
"Agner Airport"
"Eagle Creek Airport"
"Evergreen Sky Ranch Airport"
"Evergreen Helicopters Heliport"
"Ira's Airstrip"
"Adelanto Airport"
"Air Castle Airport"
"One Shell Square Emergency Heliport"
"Anderson Field"
"Epley Airport"
"Exxon Research & Engineering Co. Heliport"
"Ibm Building 250 Heliport"
"University of Florida Heliport"
"Osage City Municipal Airport"
"Akin Airport"
"Ozark's Flying Patch Airport"
"Erb Acres Airport"
"Ambassador Ultralightport"
"Elizabeth Emergency Heliport"
"Atlanta Airport"
"Aero Flight Center Airport"
"Eagles Aerodrome"
"Animas Air Park"
"Adams County Memorial Hospital Heliport"
"Old Hickory Ranch Airport"
"Atlantic Refining & Marketing Corp Heliport"
"Air Evac Lifeteam Base 57 Heliport"
"Elgin Intracontinental Airport"
"Anchorage Farm Field"
"Islesboro Airport"
"Alachua General Hospital Heliport"
"IU Health Bedford Hospital Heliport"
"Acadia Saint Landry Hospital Heliport"
"Eaton Rapids Medical Center Heliport"
"Odegaard Airport"
"Athens Emergency Med-Evac Heliport"
"Atoka Memorial Hospital Heliport"
"Umpqua River Farm Airport"
"Aurora Valley View Medical Center Heliport"
"AIM Heliport"
"Umpqua Airport"
"O'Connell Brothers Airport"
"Airwolf Heliport"
"Erkes Airport"
"Aleknagik / New Airport"
"Airway Airport"
"Eagles Nest Heliport"
"University Medical Center Hospital Heliport"
"Ord Mountain Heliport"
"Agro-West Airport"
"Edward Roybal Federal Bldg Heliport"
"Eastford Airport"
"Able Airpark"
"Ezell Airport"
"Indian Lake Airport"
"East Dakota Flying Club Seaplane Base"
"Eau Claire Lakes Airport"
"Air Acres Airport"
"Engdahl Farm (Moonstraka) Heliport"
"Aero Plaines Airport"
"Olson Heliport"
"AEC Heliport"
"Orthodontic Strip"
"Anthony Balloonport"
"Anthony Hospital Heliport"
"Air Logistics Heliport"
"Arkla Flyers Inc Airport"
"Ammons Airport"
"Allen's Pond Airport"
"AAI Heliport"
"Arcadia Farms Airport"
"Edelen Field"
"Irons Airport"
"Oak Ridge Farms Airport"
"Unifi Heliport"
"Eickhoff Strip"
"Oti Heliport"
"Atsion Helistop"
"Oyster Creek Generating Station Heliport"
"Alexander's East Heliport"
"Olean General Heliport"
"Erwin Heliport"
"Alexander's-Roosevelt Heliport"
"Alge Airport"
"Odot District 03 Heliport"
"Armington Airport"
"Integris Clinton Regional Hospital Heliport"
"Alford A. Bratcher Airport"
"Indian Sleep Farm Heliport"
"UPMC Pinnacle Heliport"
"Evangelical Community Hospital East Heliport"
"US Forest Service Chester Heliport"
"Alexander Ranch Airport"
"Iron Mountain Ranch Airport"
"One Grand Field"
"Uno Mas Ranch Airport"
"Air Logistics-Freeport Heliport"
"UT Health East Texas Tyler Regional Hospital Heliport"
"Utopia on the River Airport"
"Alleghany Regional Hospital Heliport"
"Independence Airport"
"Ermis-Ridgeview Airport"
"Eberle Ranch Airport"
"Ottman Landing Airport"
"Old Reb Airport"
"Outback Airport"
"Ans Hospital Heliport"
"Egleston Hospital Heliport"
"Union Hospital Heliport"
"Alley Field"
"Union Oil Co of California Heliport"
"O'Dwyer Airport"
"Ohio DOT Dist 4 Office Heliport"
"Air Ranch Estates Airport"
"Era Chulitna River Heliport"
"AdventHealth Palm Coast Heliport"
"Univ. of Ne Medical Center Heliport"
"A G A Farms Airport"
"Eagle Landing Airport"
"Otto Kaiser Hospital Heliport"
"AT&T - Apache Junction Heliport"
"Emerick Airport"
"Alvie Cole Ranch Airport"
"O K Dies Airport"
"Apache Springs Airport"
"Everett I Heliport"
"Al Divine Airport"
"Aerogrange Airport"
"Oakes Field"
"East Lake Airport"
"Ahlers Acres Airport"
"Ibm Building 110 Heliport"
"El Dorado Irrigation District Heliport"
"Apalachee Bluff Airpark"
"Estes Airport"
"Ultralight Port Ultralightport"
"Aldine Heliport"
"Old Hoppe Place Airport"
"Accurate Airport"
"El Rico Airport"
"EMS Heliport"
"Alley Oop Airport"
"Abbey Etna Heliport"
"Avsi-Sugar Land Heliport"
"Unicorn Place Airport"
"Our Lady of Lourdes Hospital Heliport"
"UVMHN-Elizabethtown Community Hospital Heliport"
"O & M Facilities Heliport"
"Elder Airstrip"
"A J's Airport"
"UAMS Alpha Heliport"
"Arkansas Heart Hospital Heliport"
"Eldora Airport"
"Ohio Dusting Co Inc Airport"
"East Valley Sheriff's Station Heliport"
"Eagle Ridge Ranch Airport"
"UCLA Emergency Medicine Department Heliport"
"Orange Co Sheriffs Forensics Lab Helistop"
"Orlando Sun Resort Heliport"
"Executive Inn Heliport"
"Idlas Restricted Landing Area"
"Ameritech Center Heliport"
"Edgefield County Airport"
"Oak Tree Landing"
"Energy Heliport"
"Omans Heliport"
"Underland Airstrip"
"East 34th Street Heliport"
"Eastover Air Ranch Airport"
"Erie County Medical Center Heliport"
"Old Port Royal Airport"
"Omni Airpark"
"Airy-Acres Airport"
"Aring Field"
"Earl Henry Airport"
"Adventist Health Tillamook Heliport"
"UPMC Heliport"
"Air Haven Airport"
"Ellwood City Hospital Heliport"
"Allied Signal Heliport"
"Alvin Airpark"
"Action 5 Heliport"
"Atlantic Research Corp Heliport"
"Ochoa Field"
"East Gig Harbor Heliport"
"Airwolfe Airport"
"US Coast Guard Port Safety Station Heliport"
"Eugene's Dream Airport"
"Arness Lake Airport"
"Amargosa Airport"
"Adams Restricted Landing Area Number 1"
"Old 66 Strip"
"I-90/Bellevue Busi Pk Boeing Comp Svcs Hdq Heliport"
"Adams Place Heliport"
"Iron Mountain Pumping Plant Airport"
"Idler Bro's Airport"
"Executive Hills Polo Club Heliport"
"Elmport Heliport"
"Otero Mill Airport"
"Ochs Private Airport"
"Ibm Distribution Center Heliport"
"Inova Fairfax Hospital Heliport"
"El Paisano Airport"
"Ensminger Airport"
"Era Heliport"
"Illinois Dept of Transportation Nr 6 Heliport"
"Ozarkcom Army Heliport"
"University of Toledo Medical Center Heliport"
"Altoona Regional Hospital Heliport"
"Inova Fair Oaks Hospital Heliport"
"Orogrande Airport"
"Oakesdale Airport"
"Effingham County Hospital Heliport"
"Adair County Memorial Hospital Heliport"
"Esplund Farm Airport"
"Emmett Field"
"El Centro Regional Medical Center Heliport"
"Ochsner Lafayette General Medical Center Heliport"
"Odom's Roost Airport"
"Aliquippa Hospital Heliport"
"UCH-MHS Memorial North Helipad"
"Arch - Effingham Heliport"
"One Oak Airport"
"Ochsner LSU Health Shreveport Saint Mary Medical Center Heliport"
"University Hospitals of Cleveland Heliport"
"Oklahoma National Guard Heliport"
"Owen County Memorial Hospital Heliport"
"Arrowhead Airport"
"Ag-Air Inc. Airport"
"Art Z Airport"
"Era Denali Heliport"
"Ellington Airport"
"Abraham Ranch Airport"
"Eisenhower Medical Center Heliport"
"Estherbrook Aerodrome"
"Adams Executive Heliport"
"Adams Ranch Airport"
"Alyssas Animal Sanctuary Air Park"
"Emory University Hospital Heliport"
"O John Clark Restricted Landing Area"
"Amboy Fire Protection District Heliport"
"Edward Getzelman Airport"
"Ambler - Cady Airport"
"Elmhurst Memorial Hospital Heliport"
"Evans Airport"
"Ochsner St Anne General Hospital Heliport"
"Avondale Heliport"
"Our Domain Airport"
"Allegheny Power-Hagerstown Corp Ctr Heliport"
"A T I Heliport"
"Eagles Nest Seaplane Base"
"Elton Field"
"Eagle Crest Estates Airport"
"Undlin Airstrip"
"Ingebretson Airspray Airport"
"Indian Mills Heliport"
"Obi One Airport"
"Atrium Heliport"
"Arnold Airstrip"
"Emanuel Hospital Heliport"
"Inshallah International Airport"
"Orson Field"
"One Montgomery Plaza Heliport"
"UPMC Shadyside Heliport"
"Allegheny Valley Hospital Heliport"
"Elk Regional Medical Center Heliport"
"Alison Air Park"
"Ott Farms Airport"
"Ag Aviation Airport"
"Ascension Providence Health Center Heliport"
"Ashford Field"
"Airduce Heliport"
"Eclipse Heliport"
"Ocean Beach Hospital Heliport"
"Indian Springs Ranch Airport"
"A.R.S. Sport Strip"
"Oscura Army Air Field Auxilary Airport"
"Opela Heliport"
"Illinois Valley Parachute Club Airport"
"Otterbach Farm Airport"
"Ewen Landing Field"
"Elbel Airport"
"Armstrong County Memorial Hospital Heliport"
"Atc Heliport"
"Ascension Saint John Sapulpa Heliport"
"Elmdale Airpark"
"Oltman-Shuck Airport"
"Abbott Airport"
"Adams Strip"
"Upton Municipal Airport"
"Edison Square Heliport"
"Allied Northborough Heliport"
"Anderson Heliport"
"AdventHealth Kissimmee Heliport"
"Aiken Field"
"Akron Children's Hospital Heliport"
"Allen's Airstrip"
"Old Kingsbury Aerodrome"
"Airbus Helicopter Heliport"
"Ernst Field"
"Orum Aerodrome"
"Amber Glen Business Center Hp Heliport"
"Ensor Field"
"Akron City Hospital Heliport"
"Elwood Onshore Facility Heliport"
"UMC Trauma Center Heliport"
"Acadiana One Office Bldg Heliport"
"Aero-Bee Ranch Airstrip"
"Indianapolis Downtown Heliport"
"Isaacson Airport"
"Osborne Airport"
"A G Spanos Companies Hq Heliport"
"Adventist Health Lodi Memorial Medical Center Heliport"
"United Ca Bank Data Processing Ops Heliport"
"East Moore Field"
"Arkansas Valley Regional Medical Center Heliport"
"Etowah Bend Gliderport"
"Unity Healthcare Heliport"
"Allen and Gloss Airport"
"Allison Plant 8 Heliport"
"Allison Plant 3 Heliport"
"Adkins Restricted Landing Area"
"O'Connor Field"
"Advocate South Suburban Hospital Heliport"
"Anderson Hospital Heliport"
"Alberta Ultralight Flightpark"
"Eckberg Airport"
"Acme Heliport"
"Amble-Tiger North Farms Airport"
"Ausk Strip"
"Inspira Health Center-Bridgeton Heliport"
"Ashtabula County Medical Center Heliport"
"Urban Airport"
"ODOT District 4 Summit County Heliport"
"Allen Airport"
"University Hospital/Sicu Heliport"
"Echo 8 Communications Facility Heliport"
"Empire Heliport"
"Enterprise Municipal Airport"
"Edwards Airport"
"University of Virginia Hospital Heliport"
"Alamance Regnl Medical Center Heliport"
"Abba's Airport"
"Ames Heliport"
"AdventHealth Central Texas Heliport"
"Ohlendorf Airport"
"Antelope Airpark"
"Emanuel County Hospital Heliport"
"OSF Healthcare Sacred Heart Medical Center Heliport"
"Ochsner Abrom Kaplan Memorial Hospital Heliport"
"Ingersoll-Rand Company Heliport"
"Arrowhead Springs Airport"
"Adams Private Airport"
"Ag Spray Inc Airport"
"Umpqua RV Park Fly In Airport"
"Evad Enterprises LLC Airport"
"Air Logistics Sabine Heliport"
"Air-Ag Airport"
"Ohio Department of Transportation Dist 6 Heliport"
"Eastland Airport"
"Ill Dept of Trans Heliport"
"Up Yonder Airport"
"Adams County Hospital Heliport"
"Eagletail Ranch Airport"
"El Mirage Field Adelanto Airport"
"El Reno Airport"
"Elm Creek Farms Airport"
"Atlantic County Helistop"
"Ugashik Airport"
"Arctic Angel Airport"
"Old Aerodrome"
"Union Eva Heliport"
"Indian Hills/Fire Department Heliport"
"Oasis Ranger Station - US Government Airport"
"Evanston Water Plant Heliport"
"Air Logistics (Belle Chasse) Heliport"
"Air Logistics Amelia Base Heliport"
"Amway Downtown Heliport"
"Anheuser/Busch Inc Heliport"
"Ivy Bend Airport"
"Urbana Area Medical Heliport"
"Owensville Ambulance District Heliport"
"Eagle Lodge Airport"
"Atrium Health Stanly Heliport"
"Elliott Farms Airport"
"El-Co Airport"
"At&T Helistop"
"Ash Personal Heliport"
"OMH Heliport"
"Oregon Health Sciences University Emerg Heliport"
"Old Plains Airport"
"Eagle Lodge-Lafayette Hill Heliport"
"Oakleaf Airport"
"Aero Heliport"
"Urschel Ranch Airport"
"U of Texas Medical Branch Emergency Room Heliport"
"Askey Field"
"One O'Connor Plaza-Tower Heliport"
"U of Texas Medical Branch Ewing Hall Heliport"
"Infomart Heliport"
"Inova Alexandria Hospital Heliport"
"Old Louise Obici Memorial Hospital Heliport"
"Innsbrook Pavilion Heliport"
"Odessa Memorial Hospital Heliport"
"Albritton Airport"
"All-State Equipment Co. Heliport"
"Ozaukee Airport"
"East Gull Lake Airport"
"Adin Airport"
"Alsek River Airport"
"Ed-Air Airport"
"Arica Airport"
"Andorra la Vella (Our Lady of Meritxell Hospital) Heliport"
"Allen Airstrip"
"Otp Heliport"
"Owen Field"
