id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code
7198,0GE9,small_airport,"Pegasus Ranch Airport",33,-82,230,NA,US,US-GA,"Rocky Ford",no,0GE9,,0GE9
7199,0H7,small_airport,"Kahoka Municipal Airport",40,-92,700,NA,US,US-MO,Kahoka,no,,,0H7
7200,0I2,small_airport,"Brazil Clay County Airport",39,-87,645,NA,US,US-IN,Brazil,no,0I2,,0I2
7201,0IA0,heliport,"Knoxville Area Community Hospital Heliport",41,-93,927,NA,US,US-IA,Knoxville,no,0IA0,,0IA0
7202,0IA1,heliport,"St Anthony Regional Hospital Heliport",42,-95,1300,NA,US,US-IA,Carroll,no,0IA1,,0IA1
7203,0IA2,heliport,"Audubon County Memorial Hospital Heliport",42,-95,1320,NA,US,US-IA,Audubon,no,0IA2,,0IA2
7204,0IA3,closed,"Hawkeye Airport",42,-92,883,NA,US,US-IA,Waterloo,no,,,
7205,0IA4,small_airport,"Sharar Field",41,-91,700,NA,US,US-IA,Mediapolis,no,0IA4,,0IA4
7206,0IA5,small_airport,"Moore Private Airport",41,-93,1060,NA,US,US-IA,Millerton,no,0IA5,,0IA5
7207,0IA6,closed,"Rinehart Airport",42,-92,920,NA,US,US-IA,Victor,no,,,
7208,0IA7,heliport,"Cromwell Heliport",41,-94,1300,NA,US,US-IA,Cromwell,no,0IA7,,0IA7
7209,0IA8,small_airport,"Hannen Airport",42,-92,925,NA,US,US-IA,"Center Point",no,0IA8,,0IA8
7210,0IA9,heliport,"Army Reserve Heliport",41,-91,725,NA,US,US-IA,Middleton,no,0IA9,,0IA9
7211,0ID0,small_airport,"South Fork Ranch Airport",44,-115,4861,NA,US,US-ID,Featherville,no,0ID0,,0ID0
7212,0ID1,small_airport,"Ziggy's Airport",43,-115,3225,NA,US,US-ID,Filer,no,0ID1,,0ID1
7213,0ID2,small_airport,"Flying Joseph Ranch Airport",44,-114,5600,NA,US,US-ID,May,no,0ID2,,0ID2
7214,0ID3,small_airport,"Coyote Run Airport",43,-116,3150,NA,US,US-ID,"Mountain Home",no,0ID3,,0ID3
7215,0ID4,small_airport,"Black Butte Ranch Airport",43,-114,4020,NA,US,US-ID,Shoshone,no,0ID4,,0ID4
7216,0ID5,small_airport,"Ez Lope Ranch Airport",43,-116,3130,NA,US,US-ID,Oreana,no,0ID5,,0ID5
7217,0ID6,heliport,"Steele Memorial Heliport",45,-114,4004,NA,US,US-ID,Salmon,no,67ID,,67ID
7218,0II0,small_airport,"Chuck's Airport",40,-85,955,NA,US,US-IN,Albany,no,0II0,,0II0
7219,0II1,closed,"Unsicker Airport",40,-86,816,NA,US,US-IN,Bremen,no,,,
7220,0II2,small_airport,"Creighton Airport",41,-86,820,NA,US,US-IN,Bremen,no,0II2,,0II2
7221,0II3,closed,"Miller Strip",41,-86,810,NA,US,US-IN,"Bunker Hill",no,,,
7222,0II5,small_airport,"Marshall Field",41,-87,705,NA,US,US-IN,Chalmers,no,0II5,,0II5
7223,0II6,closed,"Kropf Airport",42,-86,810,NA,US,US-IN,Goshen,no,,,
7224,0II7,small_airport,"Frost Field",40,-86,900,NA,US,US-IN,Greenfield,no,0II7,,0II7
7225,0II8,small_airport,"Sutton's Field",41,-87,740,NA,US,US-IN,Lowell,no,0II8,,0II8
7226,0II9,small_airport,"Winters Airport",40,-87,755,NA,US,US-IN,Martinsville,no,0II9,,0II9
7227,0IL0,heliport,"Hamilton Memorial Hospital Heliport",38,-89,440,NA,US,US-IL,"Mc Leansboro",no,0IL0,,0IL0
7228,0IL1,heliport,"Loyola University Medical Center Heliport",42,-88,623,NA,US,US-IL,Broadview,no,0IL1,,0IL1
7229,0IL3,closed,"Flying B Ranch Airport",40,-88,696,NA,US,US-IL,Danville,no,,,
7230,0IL4,heliport,"Advocate Good Samaritan Hospital Heliport",42,-88,772,NA,US,US-IL,"Downers Grove",no,0IL4,,0IL4
7231,0IL6,heliport,"Northwestern Memorial Healthcare Heliport",42,-89,852,NA,US,US-IL,DeKalb,no,0IL6,,0IL6
7232,0IL8,small_airport,"Walter Airport",42,-89,890,NA,US,US-IL,DeKalb,no,0IL8,,0IL8
7233,0IL9,small_airport,"Jack W Watson Airport",42,-89,880,NA,US,US-IL,DeKalb,no,0IL9,,0IL9
7234,0IN1,small_airport,"Snider Field",39,-88,400,NA,US,US-IN,Decker,no,0IN1,,0IN1
7235,0IN2,small_airport,"The Lazy K Airport",41,-85,835,NA,US,US-IN,Tocsin,no,0IN2,,0IN2
7236,0IN3,closed,"Graves Landing Strip",41,-87,704,NA,US,US-IN,Winamac,no,,,
7237,0IN4,small_airport,"Air Park Field",41,-85,750,NA,US,US-IN,"New Haven",no,0IN4,,0IN4
7238,0IN5,small_airport,"Byrne Field",38,-86,800,NA,US,US-IN,Byrneville,no,0IN5,,0IN5
7239,0IN7,closed,"Roto-Whirl/Holiday Heliport",40,-86,875,NA,US,US-IN,Indianapolis,no,,,
7240,0IN8,closed,"Roto-Whirl/Vantage Heliport",40,-86,726,NA,US,US-IN,Indianapolis,no,,,
7241,0IN9,small_airport,"Parrish Airport",38,-88,390,NA,US,US-IN,"Mount Vernon",no,0IN9,,0IN9
7242,0IS0,heliport,"Trinity Medical Center West Heliport",41,-91,664,NA,US,US-IL,"Rock Island",no,0IS0,,0IS0
7243,0IS2,heliport,"Evanston/Glenbrook Heliport",42,-88,678,NA,US,US-IL,Glenview,no,0IS2,,0IS2
7244,0IS3,small_airport,"Cady Aerial Restricted Landing Area",42,-90,630,NA,US,US-IL,"Rock Falls",no,0IS3,,0IS3
7245,0IS4,closed,"Dawson Farms Airport",40,-89,670,NA,US,US-IL,Lovington,no,,,
7246,0IS6,heliport,"Dongola Heliport",37,-89,383,NA,US,US-IL,Dongola,no,0IS6,,0IS6
7247,0IS8,heliport,"Blessing Hospital At 11th St Heliport",40,-91,650,NA,US,US-IL,Quincy,no,0IS8,,0IS8
7248,0IS9,heliport,"Bernardin Heliport",42,-89,830,NA,US,US-IL,"West Brooklyn",no,0IS9,,0IS9
7249,0J0,small_airport,"Abbeville Municipal Airport",32,-85,468,NA,US,US-AL,Abbeville,no,,,0J0
7250,0J8,small_airport,"Flying Ten Airport",30,-83,85,NA,US,US-FL,Archer,no,0J8,,0J8
7251,0K6,small_airport,"Dobie's Airport",36,-96,610,NA,US,US-OK,Inola,no,,,0K6
7252,0KS0,small_airport,"J V Ranch Airport",39,-96,1180,NA,US,US-KS,"Osage City",no,0KS0,,0KS0
7253,0KS2,closed,"Kellie Mann Airfield",39,-95,1045,NA,US,US-KS,Ottawa,no,,,
7254,0KS3,closed,"Camp Chippewa Airport",39,-95,1120,NA,US,US-KS,Ottawa,no,,,
7255,0KS4,small_airport,"Norris Airport",39,-95,1065,NA,US,US-KS,Lawrence,no,0KS4,,0KS4
7256,0KS6,closed,"Kendrigan Airport",37,-97,1240,NA,US,US-KS,Peck,no,,,
7257,0KS7,small_airport,"Mono Aircraft Airport",38,-98,1450,NA,US,US-KS,Cheney,no,0KS7,,0KS7
7258,0KS8,small_airport,"Pearce Field",37,-95,950,NA,US,US-KS,Parsons,no,0KS8,,0KS8
7259,0KS9,small_airport,"Lmn 120 Airport",38,-97,1330,NA,US,US-KS,Douglas,no,0KS9,,0KS9
7260,0KY0,small_airport,"Owen Air Park",39,-85,890,NA,US,US-KY,Owenton,no,0KY0,,0KY0
7261,0KY1,small_airport,"Arnemann Farms Airport",37,-87,504,NA,US,US-KY,Franklin,no,0KY1,,0KY1
7262,0KY2,heliport,"Mgt Station 2105 Heliport",38,-87,540,NA,US,US-KY,Hartford,no,0KY2,,0KY2
7263,0KY3,closed,"Tennessee Gas Heliport",39,-84,604,NA,US,US-KY,Load,no,,,
7264,0KY4,small_airport,"Cambron Field",38,-87,427,NA,US,US-KY,Owensboro,no,0KY4,,0KY4
7265,0KY5,small_airport,"Boyce Wafer Farm Airport",37,-86,600,NA,US,US-KY,Alvaton,no,,,0KY5
7266,0KY6,closed,"Tennessee Gas Heliport",38,-83,560,NA,US,US-KY,Burnaugh,no,,,
7267,0KY7,small_airport,"Clinton-Hickman County Airport",37,-89,360,NA,US,US-KY,Clinton,no,0KY7,,0KY7
7268,0KY8,closed,"Sky Airport",37,-84,850,NA,US,US-KY,Manchester,no,,,
7269,0KY9,closed,"Pine Mountain Aero Heliport",37,-83,1300,NA,US,US-KY,Whitesburg,no,,,
7270,0L4,small_airport,"Lida Junction Airport",37,-117,4684,NA,US,US-NV,Goldfield,no,0L4,,0L4
7271,0L5,small_airport,"Goldfield Airport",38,-117,5680,NA,US,US-NV,Goldfield,no,1A8,,1A8
7272,0L6,heliport,"Winn Parish Medical Center Heliport",32,-93,140,NA,US,US-LA,Winnfield,no,K0L6,,0L6
7273,0LA0,heliport,"West Hackberry Heliport",30,-93,10,NA,US,US-LA,Hackberry,no,0LA0,,0LA0
7274,0LA1,small_airport,"Double H Ranch Airport",30,-91,15,NA,US,US-LA,Gonzales,no,0LA1,,0LA1
7275,0LA2,closed,"Don Babin-Private Airport",30,-91,17,NA,US,US-LA,Gonzales,no,,,
7276,0LA3,small_airport,"Belcher Airpatch Airport",33,-94,280,NA,US,US-LA,Belcher,no,0LA3,,0LA3
7277,0LA4,heliport,"North Caddo Medical Center Heliport",33,-94,200,NA,US,US-LA,Vivian,no,0LA4,,0LA4
7278,0LA5,heliport,"Conoco Inc Heliport",29,-90,3,NA,US,US-LA,"Grand Isle",no,0LA5,,0LA5
7279,0LA6,closed,"Freeport Sulphur Heliport",29,-90,3,NA,US,US-LA,"Grand Isle",no,,,
7280,0LA7,heliport,"Exxon Heliport",29,-90,6,NA,US,US-LA,"Grand Isle",no,0LA7,,0LA7
7281,0LA8,heliport,"Jackson Parish Hospital Heliport",32,-93,183,NA,US,US-LA,Jonesboro,no,0LA8,,0LA8
7282,0LA9,small_airport,"Rebel Field",31,-91,74,NA,US,US-LA,Watson,no,0LA9,,0LA9
7283,0LL0,small_airport,"Kaufield Airport",42,-89,783,NA,US,US-IL,Belvidere,no,0LL0,,0LL0
7284,0LL1,small_airport,"Jerseyville Aviation Inc Airport",39,-90,604,NA,US,US-IL,Jerseyville,no,0LL1,,0LL1
7285,0LL2,small_airport,"Murk's Strip",41,-90,700,NA,US,US-IL,"St. Augustine",no,0LL2,,0LL2
7286,0LL3,small_airport,"Koenig Airport",39,-90,614,NA,US,US-IL,Jerseyville,no,0LL3,,0LL3
7287,0LL4,small_airport,"Flaherty Field",41,-89,664,NA,US,US-IL,"La Salle",no,0LL4,,0LL4
7288,0LL5,small_airport,"Busboom RLA Restricted Landing Area",40,-88,675,NA,US,US-IL,"St Joseph",no,0LL5,,0LL5
7289,0LL6,small_airport,"Gord Airport",42,-89,710,NA,US,US-IL,Sandwich,no,0LL6,,0LL6
7290,0LL7,heliport,"Northwestern Medicine Valley West Hospital Heliport",42,-89,670,NA,US,US-IL,Sandwich,no,0LL7,,0LL7
7291,0LL9,closed,"Savanna Army Depot Helipad",42,-90,650,NA,US,US-IL,Savanna,no,,,
7292,0LS0,small_airport,"Theriot Field",30,-91,13,NA,US,US-LA,Thibodaux,no,0LS0,,0LS0
7294,0LS2,closed,"Evergreen Fourchon Heliport",29,-90,6,NA,US,US-LA,"Golden Meadow",no,,,
7296,0LS4,closed,"Buller's Airstrip",31,-92,47,NA,US,US-LA,Bunkie,no,,,
7297,0LS5,small_airport,"Trahan Ultralightport",30,-92,40,NA,US,US-LA,Carencro,no,0LS5,,0LS5
7298,0LS6,small_airport,"Dufour Airport",31,-92,42,NA,US,US-LA,Morrow,no,0LS6,,0LS6
7299,0LS7,small_airport,"Morgan Field",31,-91,36,NA,US,US-LA,"New Roads",no,0LS7,,0LS7
7300,0LS8,small_airport,"Lonesome Dove Airfield",30,-93,34,NA,US,US-LA,Woodlawn,no,0LS8,,0LS8
7301,0LS9,small_airport,"Huenefeld Airport",33,-92,72,NA,US,US-LA,Monroe,no,0LS9,,0LS9
7302,0MA1,heliport,"Massachusetts General Hospital Heliport",42,-71,214,NA,US,US-MA,Boston,no,0MA1,,0MA1
7303,0MA2,heliport,"Healthalliance Hospital-Leominster Heliport",43,-72,450,NA,US,US-MA,Leominster,no,0MA2,,0MA2
7304,0MA3,heliport,"Reh Heliport",42,-71,100,NA,US,US-MA,Rehoboth,no,0MA3,,0MA3
7305,0MA4,heliport,"Boston Medical Center Hospital Heliport",42,-71,19,NA,US,US-MA,Boston,no,0MA4,,0MA4
7306,0MA5,heliport,"Brockton Usar Center Heliport",42,-71,85,NA,US,US-MA,Brockton,no,0MA5,,0MA5
7307,0MA6,heliport,"Wbz Heliport",42,-71,9,NA,US,US-MA,Boston,no,0MA6,,0MA6
7308,0MA8,closed,"Textron/Everett Heliport",42,-71,40,NA,US,US-MA,Everett,no,,,
7309,0MA9,heliport,"Lleia Kyle O'Meara Heliport",43,-72,1230,NA,US,US-MA,Westminster,no,0MA9,,0MA9
7310,0MD0,heliport,"Baltimore Washington Medical Center Heliport",39,-77,77,NA,US,US-MD,"Glen Burnie",no,0MD0,,0MD0
7311,0MD1,small_airport,"Taylor Field",39,-76,75,NA,US,US-MD,Sudlersville,no,0MD1,,0MD1
7312,0MD2,small_airport,"Squier Landing Airport",38,-77,16,NA,US,US-MD,Newburg,no,0MD2,,0MD2
7313,0MD3,closed,"Johns Hopkins Hospital Heliport",39,-77,260,NA,US,US-MD,Baltimore,no,,,
7314,0MD4,small_airport,"Pond View Private Airport",39,-76,47,NA,US,US-MD,Chestertown,no,0MD4,,0MD4
7315,0MD5,heliport,"UM Laurel Medical Center Heliport",39,-77,285,NA,US,US-MD,Laurel,no,0MD5,,0MD5
7316,0MD6,small_airport,"Walters Airport",39,-77,750,NA,US,US-MD,"Mount Airy",no,0MD6,,0MD6
7317,0MD7,heliport,"The Aspen Institute Heliport",39,-76,20,NA,US,US-MD,Queenstown,no,0MD7,,0MD7
7318,0MD8,heliport,"Security Ford Heliport",39,-77,30,NA,US,US-MD,Arbutus,no,0MD8,,0MD8
7319,0MD9,heliport,"Calvert Memorial Hospital Heliport",39,-77,143,NA,US,US-MD,"Prince Frederick",no,0MD9,,0MD9
7320,0MI0,closed,"Sumner Heliport",43,-86,657,NA,US,US-MI,"Grand Rapids",no,,,
7321,0MI1,small_airport,"Sugar Springs Airpark",44,-84,940,NA,US,US-MI,Gladwin,no,,,5M6
7322,0MI2,closed,"Stier Airstrip",45,-84,850,NA,US,US-MI,Glennie,no,,,
7323,0MI3,small_airport,"Kelleys Airport",45,-84,1000,NA,US,US-MI,Grayling,no,0MI3,,0MI3
7324,0MI4,small_airport,"Lesterson-Dempsey Airstrip",46,-87,1120,NA,US,US-MI,Gwinn,no,0MI4,,0MI4
7325,0MI6,small_airport,"Young's Airport",46,-85,800,NA,US,US-MI,Hulbert,no,0MI6,,0MI6
7326,0MI7,heliport,"Four Star Heliport",42,-83,603,NA,US,US-MI,Carleton,no,0MI7,,0MI7
7327,0MI8,small_airport,"Twin Lakes Airport",45,-84,1275,NA,US,US-MI,Lewiston,no,,,MI55
7328,0MI9,heliport,"Henry Ford Hospital Heliport",42,-83,633,NA,US,US-MI,Detroit,no,0MI9,,0MI9
7329,0MN0,seaplane_base,"Winner's Landing Seaplane Base",45,-93,690,NA,US,US-MN,"St Paul Park",no,0MN0,,0MN0
7330,0MN1,closed,"Brinkman Airport",44,-94,1020,NA,US,US-MN,"St. Peter",no,,,
7331,0MN2,seaplane_base,"Grindstone Lake Seaplane Base",46,-93,1025,NA,US,US-MN,Sandstone,no,0MN2,,0MN2
7332,0MN3,seaplane_base,"Lower Hay Lake Seaplane Base",47,-94,1230,NA,US,US-MN,Jenkins,no,0MN3,,0MN3
7333,0MN4,seaplane_base,"Paul's Seaplane Base",46,-94,1200,NA,US,US-MN,Nisswa,no,0MN4,,0MN4
7334,0MN5,closed,"Pankratz Airport",44,-95,1033,NA,US,US-MN,Springfield,no,,,
7335,0MN6,small_airport,"Matson Field",44,-92,1365,NA,US,US-MN,"Spring Valley",no,0MN6,,0MN6
7336,0MN7,heliport,"Ely Bloomenson Community Hospital Heliport",48,-92,1450,NA,US,US-MN,Ely,no,0MN7,,0MN7
7337,0MN8,closed,"Keller Airport",45,-93,990,NA,US,US-MN,Stillwater,no,,,
7338,0MN9,heliport,"Triple H Heliport",45,-94,980,NA,US,US-MN,"Big Lake",no,0MN9,,0MN9
7339,0MO0,small_airport,"Ferros Ranch-Aero Airport",38,-94,775,NA,US,US-MO,Clinton,no,0MO0,,0MO0
7340,0MO1,small_airport,"Flying G Airport",39,-94,920,NA,US,US-MO,Creighton,no,0MO1,,0MO1
7341,0MO2,small_airport,"Short-N-Ruff Airport",38,-91,950,NA,US,US-MO,Caledonia,no,0MO2,,0MO2
7342,0MO3,closed,"Arvin Ranch Airport",38,-95,1000,NA,US,US-MO,Drexel,no,,,
7343,0MO4,heliport,"Bert Walter Berkowitz Heliport",39,-95,890,NA,US,US-MO,"Kansas City",no,0MO4,,0MO4
7344,0MO5,small_airport,"Joe D Lewis Airport",40,-92,780,NA,US,US-MO,Edina,no,0MO5,,0MO5
7345,0MO6,closed,"Hall Airport",40,-92,850,NA,US,US-MO,Hurdland,no,,,
7346,0MO7,heliport,"St Joseph Hospital West Heliport",39,-91,531,NA,US,US-MO,"Lake Saint Louis",no,0MO7,,0MO7
7347,0MO8,small_airport,"Sloan's Airport",39,-91,437,NA,US,US-MO,Elsberry,no,0MO8,,0MO8
7348,0MO9,heliport,"Emerson Heliport",39,-90,575,NA,US,US-MO,Ferguson,no,0MO9,,0MO9
7349,0MS0,small_airport,"Topton Air Estates Airport",32,-89,453,NA,US,US-MS,Meridian,no,0MS0,,0MS0
7350,0MS1,closed,"Franklin Field",31,-91,200,NA,US,US-MS,Meadville,no,,,
7351,0MS2,small_airport,"Morgan Field",32,-89,300,NA,US,US-MS,Seminary,no,0MS2,,0MS2
7352,0MS3,heliport,"Baptist Memorial Hospital-North Ms Heliport",34,-90,430,NA,US,US-MS,Oxford,no,0MS3,,0MS3
7353,0MS4,heliport,"Sheriff's Courthouse Heliport",30,-89,50,NA,US,US-MS,Gulfport,no,0MS4,,0MS4
7354,0MS5,closed,"Lewis Air Service Airport",33,-91,120,NA,US,US-MS,Leland,no,,,
7355,0MS6,heliport,"Levert Heliport",30,-89,25,NA,US,US-MS,"Pass Christian",no,0MS6,,0MS6
7356,0MS7,closed,"Hale Field",34,-89,346,NA,US,US-MS,Pontotoc,no,,,
7357,0MS8,small_airport,"Catfish Point Airport",34,-91,154,NA,US,US-MS,Benoit,no,0MS8,,0MS8
7358,0MS9,small_airport,"Shenandoah Valley Farms Airport",34,-89,300,NA,US,US-MS,Houston,no,0MS9,,0MS9
7359,0MT1,small_airport,"Williams Field",47,-112,4070,NA,US,US-MT,Augusta,no,0MT1,,0MT1
7360,0MT2,heliport,"Big Sandy Medical Center Heliport",48,-110,2750,NA,US,US-MT,"Big Sandy",no,0MT2,,0MT2
7361,0MT3,heliport,"Stock Farm Heliport",46,-114,3920,NA,US,US-MT,Hamilton,no,0MT3,,0MT3
7362,0MT4,small_airport,"Kimp Airport",46,-114,3510,NA,US,US-MT,Hamilton,no,0MT4,,0MT4
7363,0MT5,small_airport,"Cottonwood Airport",46,-109,3350,NA,US,US-MT,Laurel,no,0MT5,,0MT5
7364,0MT6,small_airport,"Hanson Airport",48,-115,3900,NA,US,US-MT,Marion,no,0MT6,,0MT6
7365,0MT7,small_airport,"Pinehurst Ranch Airport",48,-115,2460,NA,US,US-MT,"Thompson Falls",no,0MT7,,0MT7
7366,0MT8,heliport,"Glacier Heli Tours Heliport",48,-114,3300,NA,US,US-MT,"West Glacier",no,0MT8,,0MT8
7367,0MT9,small_airport,"Lone Hawk Airport",48,-114,3284,NA,US,US-MT,"White Fish",no,0MT9,,0MT9
7368,0MU0,small_airport,"Eagle Field",37,-91,784,NA,US,US-MO,Ellington,no,0MU0,,0MU0
7369,0MU1,small_airport,"Sunderland Airport",37,-94,1027,NA,US,US-MO,Avilla,no,0MU1,,0MU1
7370,0MU2,heliport,"Christian Hospital Northeast Heliport",39,-90,520,NA,US,US-MO,"Saint Louis",no,0MU2,,0MU2
7371,0MU3,heliport,"Hannibal Regional Hospital Heliport",40,-91,744,NA,US,US-MO,Hannibal,no,0MU3,,0MU3
7372,0MU4,small_airport,"Slaughter Airport",40,-93,800,NA,US,US-MO,Marceline,no,0MU4,,0MU4
7373,0MU5,heliport,"Holden Heliport",39,-94,865,NA,US,US-MO,Holden,no,0MU5,,0MU5
7374,0MU6,heliport,"Bradbury-Rolf Memorial Heliport",39,-94,815,NA,US,US-MO,Higginsville,no,0MU6,,0MU6
7375,0MU7,small_airport,"Lambs Field",39,-94,1070,NA,US,US-MO,"Lone Jack",no,0MU7,,0MU7
7376,0MU8,small_airport,"Prince STOLport",37,-90,582,NA,US,US-MO,Millersville,no,0MU8,,0MU8
7377,0MY0,heliport,"Kenyon Heliport",44,-93,1500,NA,US,US-MN,Kenyon,no,0MY0,,0MY0
7378,0MY1,heliport,"Bozeman Deaconess Hospital Heliport",46,-111,4925,NA,US,US-MT,Bozeman,no,0MY1,,0MY1
7379,0N0,small_airport,"Roosterville Airport",39,-94,1004,NA,US,US-MO,Liberty,no,0N0,,0N0
7380,0N4,small_airport,"Chandelle Airport",39,-75,22,NA,US,US-DE,Dover,no,,,0N4
7381,0N5,heliport,"Deldot Helistop",39,-76,30,NA,US,US-DE,Dover,no,K0N5,,0N5
7382,0N6,small_airport,"Albanna Aviation Airport",39,-76,50,NA,US,US-DE,Felton,no,,,0N6
7383,0NA1,small_airport,"Goerger Airport",46,-97,1045,NA,US,US-ND,Barney,no,0NA1,,0NA1
7384,0NA5,small_airport,"Sorlie Airport",48,-100,1580,NA,US,US-ND,Maddock,no,0NA5,,0NA5
7385,0NA9,small_airport,"Boyd's Turf Airport",47,-104,2750,NA,US,US-ND,Golva,no,0NA9,,0NA9
7386,0NC0,heliport,"Wayne Memorial Hospital Inc. Heliport",35,-78,106,NA,US,US-NC,Goldsboro,no,0NC0,,0NC0
7387,0NC1,closed,"Bearwallow Farm Airport",35,-82,3608,NA,US,US-NC,Hendersonville,no,,,
7388,0NC2,heliport,"Moore Regional Hospital Heliport",35,-79,460,NA,US,US-NC,Pinehurst,no,0NC2,,0NC2
7389,0NC3,heliport,"Washington County Hospital Heliport",36,-77,19,NA,US,US-NC,Plymouth,no,0NC3,,0NC3
7390,0NC4,heliport,"Wake Medical Center Heliport",36,-79,245,NA,US,US-NC,Raleigh,no,0NC4,,0NC4
7391,0NC5,heliport,"Nash General Hospital Heliport",36,-78,156,NA,US,US-NC,"Rocky Mount",no,0NC5,,0NC5
7392,0NC6,heliport,"Our Community Hospital Heliport",36,-77,113,NA,US,US-NC,"Scotland Neck",no,0NC6,,0NC6
7393,0NC7,small_airport,"Lindsay Airport",36,-80,700,NA,US,US-NC,Madison,no,0NC7,,0NC7
7394,0NC8,small_airport,"Flying S Ranch Airport",36,-81,830,NA,US,US-NC,Cleveland,no,0NC8,,0NC8
7395,0NC9,heliport,"Maria Parham Health DLP Affiliate Heliport",36,-78,465,NA,US,US-NC,Henderson,no,0NC9,,0NC9
7396,0ND0,small_airport,"Gilbertson Field",48,-99,1550,NA,US,US-ND,Flora,no,0ND0,,0ND0
7397,0ND6,small_airport,"Schumacher Strip",46,-100,2020,NA,US,US-ND,Hague,no,0ND6,,0ND6
7398,0ND7,small_airport,"Saville Private Airport",46,-100,1961,NA,US,US-ND,Hazelton,no,0ND7,,0ND7
7399,0NE0,small_airport,"Merrihew Airport",42,-102,3815,NA,US,US-NE,Ashby,no,0NE0,,0NE0
7400,0NE1,small_airport,"Runner Landing Area Airport",42,-102,3760,NA,US,US-NE,Ashby,no,0NE1,,0NE1
7401,0NE2,closed,"Merry Airport",42,-102,3791,NA,US,US-NE,Ashby,no,,,
7402,0NE3,heliport,"Syracuse Hospital Heliport",41,-96,1120,NA,US,US-NE,Syracuse,no,0NE3,,0NE3
7403,0NE4,heliport,"Franklin County Memorial Hospital Heliport",40,-99,1950,NA,US,US-NE,Franklin,no,0NE4,,0NE4
7404,0NE5,small_airport,"Newman Airport",41,-102,3525,NA,US,US-NE,"Big Springs",no,0NE5,,0NE5
7405,0NE6,small_airport,"Frager Field",40,-98,1765,NA,US,US-NE,Fairfield,no,0NE6,,0NE6
7406,0NJ0,heliport,"Atlantic City Medical Center Heliport",39,-74,82,NA,US,US-NJ,"Atlantic City",no,0NJ0,,0NJ0
7407,0NJ1,heliport,"Berkeley Township Police Heliport",40,-74,54,NA,US,US-NJ,Bayville,no,0NJ1,,0NJ1
7408,0NJ2,heliport,"Ballymere Heliport",41,-74,280,NA,US,US-NJ,Morristown,no,0NJ2,,0NJ2
7409,0NJ3,heliport,"Mount Holly Heliport",40,-75,45,NA,US,US-NJ,"Mount Holly",no,0NJ3,,0NJ3
7410,0NJ4,heliport,"Weichert Headquarters Heliport",41,-74,103,NA,US,US-NJ,"Morris Plains",no,0NJ4,,0NJ4
7411,0NJ5,small_airport,"Fla-Net Airport",41,-75,1040,NA,US,US-NJ,Netcong,no,0NJ5,,0NJ5
7412,0NJ6,small_airport,"Dix Field",39,-75,8,NA,US,US-NJ,Linwood,no,0NJ6,,0NJ6
7413,0NJ7,heliport,"Essex Generating Station Heliport",41,-74,8,NA,US,US-NJ,Newark,no,0NJ7,,0NJ7
7414,0NJ8,heliport,"Port Newark Helistop",41,-74,10,NA,US,US-NJ,Newark,no,0NJ8,,0NJ8
7415,0NJ9,heliport,"Jersey Tpke New Brunswick Helistop",40,-74,70,NA,US,US-NJ,"New Brunswick",no,0NJ9,,0NJ9
7416,0NK0,small_airport,"Berdick Field",42,-79,1690,NA,US,US-NY,Cattaraugus,no,0NK0,,0NK0
7417,0NK1,small_airport,"Spring Brook Airport",43,-76,450,NA,US,US-NY,"Central Square",no,0NK1,,0NK1
7418,0NK2,small_airport,"Westwind Farm Airport",43,-74,800,NA,US,US-NY,Charlton,no,0NK2,,0NK2
7419,0NK3,small_airport,"Seven Gullies Airport",43,-78,600,NA,US,US-NY,Groveland,no,0NK3,,0NK3
7420,0NK4,heliport,"Nassau University Medical Center Heliport",41,-74,80,NA,US,US-NY,Hempstead,no,0NK4,,0NK4
7421,0NK5,closed,"Mid-Hudson Helicopter Service Heliport",42,-74,270,NA,US,US-NY,"Hopewell Junction",no,,,
7422,0NK6,small_airport,"Lapeer Flyer Airport",42,-76,1280,NA,US,US-NY,Marathon,no,0NK6,,0NK6
7423,0NK7,heliport,"King Street Heliport",41,-74,470,NA,US,US-NY,Armonk,no,0NK7,,0NK7
7424,0NK8,closed,"Rocky Reef Farm Airport",42,-74,450,NA,US,US-NY,Attlebury,no,,,
7425,0NK9,closed,"Lakeview Airport",43,-76,1050,NA,US,US-NY,Chittenango,no,,,
7426,0NM0,small_airport,"Columbus Airport",32,-108,4024,NA,US,US-NM,Columbus,no,0NM0,,0NM0
7427,0NM7,small_airport,"Negrito Airstrip",34,-109,8143,NA,US,US-NM,Reserve,no,0NM7,,0NM7
7428,0NV1,heliport,"Summerlin Medical Center Heliport",36,-115,2745,NA,US,US-NV,"Las Vegas",no,0NV1,,0NV1
7429,0NY0,small_airport,"Bennetts Airport",44,-74,1040,NA,US,US-NY,"North Creek",no,0NY0,,0NY0
7430,0NY1,small_airport,"Russell Field",43,-74,260,NA,US,US-NY,Northumberland,no,0NY1,,0NY1
7431,0NY3,small_airport,"Kermizian Airport",43,-75,1440,NA,US,US-NY,Ohio,no,0NY3,,0NY3
7432,0NY5,closed,"State Police Troop D Heliport",43,-76,507,NA,US,US-NY,Oneida,no,,,
