id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code
608,69S,small_airport,"Avey Field State/Laurier Airport",49,-118,1655,NA,US,US-WA,Laurier,no,,,69S
4650,03N,small_airport,"Utirik Airport",11,170,4,OC,MH,MH-UTI,"Utirik Island",yes,,UTK,03N
4777,0TT8,heliport,"Dynasty Heliport",15,146,150,OC,MP,MP-U-A,"San Jose, Tinian",no,0TT8,,0TT8
6523,00A,heliport,"Total RF Heliport",40,-75,11,NA,US,US-PA,Bensalem,no,K00A,,00A
6524,00AK,small_airport,"Lowell Field",60,-152,450,NA,US,US-AK,"Anchor Point",no,00AK,,00AK
6525,00AL,small_airport,"Epps Airpark",35,-87,820,NA,US,US-AL,Harvest,no,00AL,,00AL
6526,00AR,closed,"Newport Hospital & Clinic Heliport",36,-91,237,NA,US,US-AR,Newport,no,,,
6527,00AZ,small_airport,"Cordes Airport",34,-112,3810,NA,US,US-AZ,Cordes,no,00AZ,,00AZ
6528,00CA,small_airport,"Goldstone (GTS) Airport",35,-117,3038,NA,US,US-CA,Barstow,no,00CA,,00CA
6529,00CO,closed,"Cass Field",41,-104,4830,NA,US,US-CO,Briggsdale,no,,,
6530,01ID,small_airport,"Lava Hot Springs Airport",43,-112,5268,NA,US,US-ID,"Lava Hot Springs",no,01ID,,01ID
6531,00FA,small_airport,"Grass Patch Airport",29,-82,53,NA,US,US-FL,Bushnell,no,00FA,,00FA
6532,00FD,closed,"Ringhaver Heliport",29,-82,25,NA,US,US-FL,Riverview,no,,,
6533,00FL,small_airport,"River Oak Airport",27,-81,35,NA,US,US-FL,Okeechobee,no,00FL,,00FL
6534,00GA,small_airport,"Lt World Airport",34,-84,700,NA,US,US-GA,Lithonia,no,00GA,,00GA
6535,00GE,heliport,"Caffrey Heliport",34,-85,957,NA,US,US-GA,Hiram,no,00GE,,00GE
6536,00HI,heliport,"Kaupulehu Heliport",20,-156,43,OC,US,US-HI,Kailua-Kona,no,00HI,,00HI
6537,00ID,small_airport,"Delta Shores Airport",48,-116,2064,NA,US,US-ID,"Clark Fork",no,00ID,,00ID
6538,00II,closed,"Bailey Generation Station Heliport",42,-87,600,NA,US,US-IN,Chesterton,no,,,
6539,00IL,small_airport,"Hammer Airport",42,-90,840,NA,US,US-IL,Polo,no,00IL,,00IL
6540,00IN,heliport,"St Mary Medical Center Heliport",42,-87,634,NA,US,US-IN,Hobart,no,00IN,,00IN
6541,00IS,small_airport,"Hayenga's Cant Find Farms Airport",40,-89,820,NA,US,US-IL,Kings,no,00IS,,00IS
6542,00KS,small_airport,"Hayden Farm Airport",39,-95,1100,NA,US,US-KS,Gardner,no,00KS,,00KS
6543,00KY,small_airport,"Robbins Roost Airport",37,-85,1265,NA,US,US-KY,Stanford,no,00KY,,00KY
6544,00LL,heliport,"Ac & R Components Heliport",40,-90,600,NA,US,US-IL,Chatham,no,00LL,,00LL
6545,00LS,small_airport,"Lejeune Airport",30,-92,12,NA,US,US-LA,Crowley,no,00LS,,00LS
6546,00MD,small_airport,"Slater Field",39,-76,45,NA,US,US-MD,Federalsburg,no,00MD,,00MD
6547,00MI,heliport,"Dow Chemical Heliport",44,-86,588,NA,US,US-MI,Ludington,no,00MI,,00MI
6548,00MN,small_airport,"Battle Lake Municipal Airport",46,-96,1365,NA,US,US-MN,"Battle Lake",no,00MN,,00MN
6549,00MO,small_airport,"Cooper Flying Service Airport",37,-94,970,NA,US,US-MO,Alba,no,00MO,,00MO
6551,00N,small_airport,"Bucks Airport",39,-75,105,NA,US,US-NJ,Bridgeton,no,K00N,,00N
6552,00NC,small_airport,"North Raleigh Airport",36,-78,348,NA,US,US-NC,Louisburg,no,00NC,,00NC
6553,00NJ,heliport,"Colgate-Piscataway Heliport",41,-74,78,NA,US,US-NJ,"New Brunswick",no,00NJ,,00NJ
6554,00NY,small_airport,"Weiss Airfield",43,-77,1000,NA,US,US-NY,"West Bloomfield",no,00NY,,00NY
6555,00OH,closed,"Exit 3 Airport",42,-84,785,NA,US,US-OH,Wauseon,no,,,
6556,00OI,heliport,"Miami Valley Hospital Heliport",40,-84,905,NA,US,US-OH,Dayton,no,00OI,,00OI
6557,00OR,heliport,"Steel Systems Heliport",45,-123,195,NA,US,US-OR,Salem,no,00OR,,00OR
6558,00PA,heliport,"R J D Heliport",40,-76,402,NA,US,US-PA,Coatesville,no,00PA,,00PA
6559,00PS,closed,"Thomas Field",40,-77,815,NA,US,US-PA,Loysville,no,,,
6560,00S,small_airport,"McKenzie Bridge State Airport",44,-122,1620,NA,US,US-OR,"Blue River",no,K00S,,00S
6561,00SC,small_airport,"Flying O Airport",34,-80,150,NA,US,US-SC,Sumter,no,00SC,,00SC
6562,00TA,closed,"SW Region FAA Heliport",33,-97,598,NA,US,US-TX,"Fort Worth",no,,,
6563,00TE,heliport,"Tcjc-Northeast Campus Heliport",33,-97,600,NA,US,US-TX,"Fort Worth",no,00TE,,00TE
6564,00TN,small_airport,"Ragsdale Road Airport",36,-86,1100,NA,US,US-TN,Manchester,no,00TN,,00TN
6565,00TS,small_airport,"Alpine Range Airport",33,-97,670,NA,US,US-TX,Everman,no,00TS,,00TS
6566,00TX,closed,"San Jacinto Methodist Hospital Heliport",30,-95,19,NA,US,US-TX,Baytown,no,,,
6567,00UT,closed,"Clear Creek Ranch Airport",37,-113,6138,NA,US,US-UT,Kanab,no,,,
6568,00VA,small_airport,"Vaughan Airport",37,-79,551,NA,US,US-VA,Alton,no,00VA,,00VA
6569,00VI,small_airport,"Groundhog Mountain Airport",37,-80,2680,NA,US,US-VA,Hillsville,no,00VI,,00VI
6570,00W,small_airport,"Lower Granite State Airport",47,-117,719,NA,US,US-WA,Colfax,no,,,00W
6571,00WA,small_airport,"Howell Airport",47,-123,150,NA,US,US-WA,Longbranch,no,00WA,,00WA
6572,00WI,small_airport,"Northern Lite Airport",44,-89,860,NA,US,US-WI,Waupaca,no,00WI,,00WI
6573,00WN,small_airport,"Hawks Run Airport",46,-117,2900,NA,US,US-WA,Asotin,no,00WN,,00WN
6574,00WV,small_airport,"Lazy J. Aerodrome",39,-80,2060,NA,US,US-WV,Beverly,no,00WV,,00WV
6575,00XS,closed,"L P Askew Farms Airport",33,-102,3110,NA,US,US-TX,O'Donnell,no,,,
6576,01A,small_airport,"Purkeypile Airport",63,-152,1950,NA,US,US-AK,Purkeypile,no,01A,,01A
6577,01AK,heliport,"Providence Seward Medical Center Heliport",60,-149,120,NA,US,US-AK,Seward,no,01AK,,01AK
6578,01AL,small_airport,"Ware Island Airport",33,-87,344,NA,US,US-AL,Clanton,no,01AL,,01AL
6579,01AR,heliport,"DeQueen Medical Center Heliport",34,-94,440,NA,US,US-AR,DeQueen,no,01AR,,01AR
6580,01AZ,heliport,"Yat Heliport",35,-112,3300,NA,US,US-AZ,"Camp Verde",no,01AZ,,01AZ
6581,01C,closed,"Grant Airport",43,-86,815,NA,US,US-MI,Grant,no,,,
6582,01CA,heliport,"SCE Lugo Substation Heliport",34,-117,3733,NA,US,US-CA,Hesperia,no,01CA,,01CA
6583,01CL,small_airport,"Swansboro Country Airport",39,-121,2594,NA,US,US-CA,Placerville,no,01CL,,01CL
6584,01CN,closed,"Los Angeles County Sheriff's Department Heliport",34,-118,300,NA,US,US-CA,"Los Angeles",no,,,
6585,01CO,heliport,"St Vincent General Hospital Heliport",39,-106,10175,NA,US,US-CO,Leadville,no,01CO,,01CO
6586,01CT,heliport,"Berlin Fairgrounds Heliport",42,-73,60,NA,US,US-CT,Berlin,no,01CT,,01CT
6587,01FA,small_airport,"Rybolt Ranch Airport",29,-81,55,NA,US,US-FL,Orlando,no,01FA,,01FA
6588,01FD,heliport,"Advent Health Altamonte Springs Heliport",29,-81,86,NA,US,US-FL,"Altamonte Springs",no,01FD,,01FD
6589,01FL,small_airport,"Cedar Knoll Flying Ranch Airport",29,-81,19,NA,US,US-FL,Geneva,no,01FL,,01FL
6590,01GA,heliport,"Medical Center Heliport",32,-85,319,NA,US,US-GA,Columbus,no,01GA,,01GA
6591,01GE,small_airport,"The Farm Airport",33,-83,375,NA,US,US-GA,Wrightsville,no,01GE,,01GE
6592,01IA,small_airport,"Stender Airport",42,-91,725,NA,US,US-IA,Maysville,no,01IA,,01IA
6593,01II,small_airport,"Myers Field",40,-87,950,NA,US,US-IN,Lizton,no,01II,,01II
6594,01IL,heliport,"Hoopeston Community Memorial Hospital Heliport",40,-88,583,NA,US,US-IL,Hoopeston,no,01IL,,01IL
6595,01IN,heliport,"Community Hospital Heliport",40,-86,890,NA,US,US-IN,Anderson,no,01IN,,01IN
6596,01IS,small_airport,"William E. Koenig Airport",39,-90,670,NA,US,US-IL,Dow,no,01IS,,01IS
6597,01J,small_airport,"Hilliard Airpark",31,-82,59,NA,US,US-FL,Hilliard,no,01J,,01J
6598,01K,small_airport,"Caldwell Municipal Airport",37,-98,1157,NA,US,US-KS,Caldwell,no,01K,,01K
6599,01KS,small_airport,"Flying N Ranch Airport",39,-97,1485,NA,US,US-KS,"Lost Springs",no,01KS,,01KS
6600,01KY,heliport,"Lourdes Hospital Heliport",37,-89,419,NA,US,US-KY,Paducah,no,01KY,,01KY
6601,01LA,small_airport,"Barham Airport",33,-92,90,NA,US,US-LA,"Oak Ridge",no,01LA,,01LA
6602,01LL,small_airport,"Schumaier Restricted Landing Area",38,-89,555,NA,US,US-IL,Pinckneyville,no,01LL,,01LL
6603,01LS,small_airport,"Country Breeze Airport",31,-91,125,NA,US,US-LA,Slaughter,no,01LS,,01LS
6604,01MA,heliport,"Compaq Andover Heliport",43,-71,140,NA,US,US-MA,Andover,no,01MA,,01MA
6606,01ME,seaplane_base,"Saint Peter's Seaplane Base",47,-69,608,NA,US,US-ME,"Portage Lake",no,01ME,,01ME
6607,01MI,heliport,"Flow Through Terminal Heliport",43,-84,736,NA,US,US-MI,Flint,no,01MI,,01MI
6608,01MN,seaplane_base,"Barnes Seaplane Base",48,-93,1358,NA,US,US-MN,Cook,no,01MN,,01MN
6609,01MO,heliport,"Highway Patrol Troop C Headquarters Heliport",39,-90,615,NA,US,US-MO,"Town and Country",no,01MO,,01MO
6610,01MT,small_airport,"Crystal Lakes Resort Airport",49,-115,3141,NA,US,US-MT,Fortine,no,01MT,,01MT
6611,01NC,small_airport,"Topsail Airpark",34,-78,65,NA,US,US-NC,"Holly Ridge",no,01NC,,01NC
6612,01NE,closed,"Detour Airport",41,-101,3000,NA,US,US-NE,Wellfleet,no,,,
6613,01NH,small_airport,"Moore Airfield",44,-72,835,NA,US,US-NH,Canaan,no,01NH,,01NH
6614,01NJ,heliport,"Albert Guido Memorial Heliport",41,-74,10,NA,US,US-NJ,Newark,no,01NJ,,01NJ
6615,01NV,small_airport,"Lantana Ranch Airport",39,-119,4600,NA,US,US-NV,Yerington,no,01NV,,01NV
6616,01NY,heliport,"Vassar Hospital Heliport",42,-74,100,NA,US,US-NY,Poughkeepsie,no,01NY,,01NY
6617,01OI,heliport,"Avita Health System Galion Hospital Heliport",41,-83,1140,NA,US,US-OH,Galion,no,01OI,,01OI
6618,01OK,closed,"Lawrence Airport",35,-99,1525,NA,US,US-OK,Eakly,no,,,
6619,01OR,closed,"Red & White Flying Service Airport",43,-121,4346,NA,US,US-OR,"Silver Lake",no,,,
6620,01PA,closed,"Pine Heliport",41,-80,1215,NA,US,US-PA,Mars,no,,,
6621,01PN,small_airport,"Bierly(Personal Use) Airport",41,-78,960,NA,US,US-PA,Bellefonte,no,01PN,,01PN
6622,01PS,small_airport,"Nort's Resort Airport",42,-76,1040,NA,US,US-PA,Meshoppen,no,01PS,,01PS
6623,01SC,small_airport,"York Airport",35,-81,779,NA,US,US-SC,York,no,01SC,,01SC
6624,01TA,heliport,"Thirty Thirty Matlock Office Center Heliport",33,-97,630,NA,US,US-TX,Arlington,no,01TA,,01TA
6625,01TE,small_airport,"Smith Field",33,-96,505,NA,US,US-TX,Forney,no,01TE,,01TE
6626,01TN,small_airport,"Colonial Air Park",35,-90,370,NA,US,US-TN,Collierville,no,01TN,,01TN
6627,01TS,closed,"St Joseph Hospital Heliport",33,-97,675,NA,US,US-TX,"Fort Worth",no,,,
6628,01TX,closed,"Mims Farm Ultralightport",32,-97,610,NA,US,US-TX,Waxahachie,no,,,
6629,01U,small_airport,"Duckwater Airport",39,-116,5124,NA,US,US-NV,Duckwater,no,K01U,,01U
6630,01UT,small_airport,"La Sal Junction Airport",38,-109,6000,NA,US,US-UT,"La Sal",no,01UT,,01UT
6631,01VA,small_airport,"Pickles Airport",39,-78,500,NA,US,US-VA,Berryville,no,01VA,,01VA
6632,01WA,heliport,"Willapa Harbor Heliport",47,-124,154,NA,US,US-WA,"South Bend",no,01WA,,01WA
6633,01WI,small_airport,"Prehn Cranberry Company Airport",44,-90,930,NA,US,US-WI,Tomah,no,01WI,,01WI
6634,01WN,heliport,"Whidbey General Hospital Heliport",48,-123,103,NA,US,US-WA,Coupeville,no,01WN,,01WN
6635,01WY,small_airport,"Keyhole Airport",44,-105,4250,NA,US,US-WY,"Pine Haven",no,01WY,,01WY
6636,01XS,heliport,"Meadowood Ranch Heliport",32,-96,500,NA,US,US-TX,Athens,no,01XS,,01XS
6637,02AK,small_airport,"Rustic Wilderness Airport",62,-150,190,NA,US,US-AK,Willow,no,02AK,,02AK
6638,02AL,small_airport,"Bass Field",30,-88,61,NA,US,US-AL,Foley,no,02AL,,02AL
6640,02AZ,closed,"Winchester Farm Airstrip",32,-110,4200,NA,US,US-AZ,Willcox,no,,,
6641,02CA,heliport,"Swepi Beta Platform Ellen Heliport",34,-118,122,NA,US,US-CA,"Huntington Beach",no,02CA,,02CA
6642,02CD,small_airport,"Shannon Field",34,-91,165,NA,US,US-MS,Clarksdale,no,02CD,,02CD
6643,02CL,small_airport,"Conover Air Lodge Airport",35,-119,5160,NA,US,US-CA,"Frazier Park",no,02CL,,02CL
6644,02CO,small_airport,"Mc Cullough Airport",38,-106,7615,NA,US,US-CO,"Monte Vista",no,02CO,,02CO
6645,02CT,heliport,"Strangers Point Heliport",42,-72,540,NA,US,US-CT,Ellington,no,02CT,,02CT
6646,02FA,small_airport,"Osborn Airfield",29,-82,121,NA,US,US-FL,Groveland,no,02FA,,02FA
6647,7FD5,heliport,"Doctors Memorial Hospital Heliport",31,-86,133,NA,US,US-FL,Bonifay,no,7FD5,,7FD5
6648,02GA,small_airport,"Doug Bolton Field",34,-83,884,NA,US,US-GA,Commerce,no,02GA,,02GA
6649,02GE,small_airport,"Etowah Fields Airport",34,-85,710,NA,US,US-GA,Euharlee,no,02GE,,02GE
6650,02HI,heliport,"K3 Helipad Heliport",21,-158,9,OC,US,US-HI,Honolulu,no,02HI,,02HI
6651,02IA,heliport,"Boone County Hospital Heliport",42,-94,1160,NA,US,US-IA,Boone,no,02IA,,02IA
6652,02ID,small_airport,"Morgan Ranch Airport",45,-115,5634,NA,US,US-ID,Cascade,no,02ID,,02ID
6653,02II,small_airport,"King Ultralightport",40,-86,925,NA,US,US-IN,Westfield,no,02II,,02II
6654,02IN,small_airport,"Diamond P. Field",40,-86,904,NA,US,US-IN,Muncie,no,02IN,,02IN
6655,02IS,heliport,"Condell Medical Center Heliport",42,-88,762,NA,US,US-IL,Libertyville,no,02IS,,02IS
6656,02KS,small_airport,"Jmj Landing Airport",39,-96,1170,NA,US,US-KS,"St Marys",no,02KS,,02KS
6657,02KY,heliport,"Boone National Guard Heliport",38,-85,760,NA,US,US-KY,Frankfort,no,02KY,,02KY
6658,02LA,heliport,"Louisiana State Police Troop G Heliport",33,-94,168,NA,US,US-LA,"Bossier City",no,02LA,,02LA
6659,02LS,heliport,"Windy Hill Heliport",30,-92,25,NA,US,US-LA,Broussard,no,02LS,,02LS
6660,02MA,heliport,"Cuttyhunk Heliport",41,-71,9,NA,US,US-MA,Cuttyhunk,no,02MA,,02MA
6661,02ME,small_airport,"Nadeau's Airfield",44,-71,700,NA,US,US-ME,Acton,no,02ME,,02ME
6662,02MI,small_airport,"Fairplains Airpark",43,-85,850,NA,US,US-MI,Greenville,no,02MI,,02MI
6663,02MN,closed,"Greenbush Municipal Airport",49,-96,1070,NA,US,US-MN,Greenbush,no,,,
6664,02MO,small_airport,"Troy Airpark",39,-91,650,NA,US,US-MO,Troy,no,02MO,,02MO
6665,02MS,small_airport,"Watts Field",34,-91,153,NA,US,US-MS,Rochdale,no,02MS,,02MS
6666,02MT,closed,"Barrett Field",47,-112,3350,NA,US,US-MT,Cascade,no,,,
6667,02MU,closed,"Timber Line Airpark",37,-94,1550,NA,US,US-MO,Cassville,no,,,
6668,02NE,small_airport,"Benes Service Airport",41,-97,1550,NA,US,US-NE,Valparaiso,no,02NE,,02NE
6669,02NH,seaplane_base,"Iroquois Landing Seaplane Base",45,-71,1180,NA,US,US-NH,Dummer,no,02NH,,02NH
6670,02NJ,heliport,"Penske Heliport",41,-74,78,NA,US,US-NJ,Piscataway,no,02NJ,,02NJ
6671,02NV,small_airport,"Paiute Meadows Airport",41,-119,4443,NA,US,US-NV,Winnemucca,no,02NV,,02NV
6672,02NY,heliport,"Hansen Heliport",43,-76,435,NA,US,US-NY,Durhamville,no,02NY,,02NY
6673,02OH,small_airport,"Zimmerman Airport",41,-83,614,NA,US,US-OH,Fremont,no,02OH,,02OH
6674,02OI,small_airport,"Murtha Airport",42,-81,950,NA,US,US-OH,Conneaut,no,02OI,,02OI
6675,02OK,closed,"Canon Heliport",35,-98,1191,NA,US,US-OK,"Oklahoma City",no,,,
6676,02OR,small_airport,"Rowena Dell Airport",46,-121,705,NA,US,US-OR,"The Dalles",no,02OR,,02OR
6677,02P,heliport,"Stottle Memorial Heliport",40,-78,591,NA,US,US-PA,"Honey Grove",no,26PA,,26PA
6678,02PA,heliport,"Lag III Heliport",40,-80,1070,NA,US,US-PA,Monroeville,no,02PA,,02PA
6679,02PN,heliport,"Peco Berwyn Heliport",40,-75,390,NA,US,US-PA,Berwyn,no,02PN,,02PN
6680,02PR,small_airport,"Cuylers Airport",18,-66,15,NA,PR,PR-U-A,"Vega Baja",no,02PR,,02PR
6681,02PS,closed,"Hughes Ultralightport",42,-77,1700,NA,US,US-PA,Tioga,no,,,
6682,02SC,small_airport,"Harpers Airport",33,-81,111,NA,US,US-SC,Estill,no,02SC,,02SC
6683,02T,small_airport,"Wise River Airport",46,-113,5830,NA,US,US-MT,"Wise River",no,02T,,02T
6684,02TA,heliport,"Matagorda Shore Facility Heliport",29,-96,5,NA,US,US-TX,Matagorda,no,02TA,,02TA
6685,02TE,heliport,"Baylor Medical Center Heliport",32,-97,560,NA,US,US-TX,Waxahachie,no,02TE,,02TE
6686,02TN,small_airport,"Ellis Field",36,-87,840,NA,US,US-TN,Rockvale,no,02TN,,02TN
6687,02TS,closed,"FWOMC Heliport",33,-97,684,NA,US,US-TX,"Fort Worth",no,,,
6688,02TX,closed,"The Palms At Kitty Hawk Airport",33,-102,3235,NA,US,US-TX,"New Home",no,,,
6689,02UT,small_airport,"Lucin Airport",41,-114,4412,NA,US,US-UT,Lucin,no,02UT,,02UT
6690,02VA,small_airport,"The Greenhouse Airport",38,-78,320,NA,US,US-VA,Culpeper,no,02VA,,02VA
6691,02VG,heliport,"Northstar Aviation Heliport",37,-82,1850,NA,US,US-VA,Bristol,no,02VG,,02VG
6692,02WA,small_airport,"Cawleys South Prairie Airport",47,-122,690,NA,US,US-WA,"South Prairie",no,02WA,,02WA
6693,02WI,small_airport,"Beer Airport",45,-93,920,NA,US,US-WI,Hudson,no,02WI,,02WI
6694,02WN,small_airport,"Fowler Field",49,-119,2150,NA,US,US-WA,Tonasket,no,02WN,,02WN
6695,02XS,closed,"Seidel Ranch Airport",30,-98,510,NA,US,US-TX,Austin,no,,,
6696,03AK,seaplane_base,"Joe Clouds Seaplane Base",61,-151,150,NA,US,US-AK,Kenai,no,03AK,,03AK
6697,03AL,heliport,"Highland Medical Center Heliport",35,-86,628,NA,US,US-AL,Scottsboro,no,03AL,,03AL
6698,03AR,heliport,"Hscmh Heliport",34,-93,350,NA,US,US-AR,Malvern,no,03AR,,03AR
6699,03AZ,small_airport,"Thompson International Aviation Airport",31,-110,4275,NA,US,US-AZ,Hereford,no,03AZ,,03AZ
6700,03CA,heliport,"Grossmont Hospital Heliport",33,-117,634,NA,US,US-CA,"La Mesa",no,03CA,,03CA
6701,03CO,small_airport,"Kugel-Strong Airport",40,-105,4950,NA,US,US-CO,Platteville,no,03CO,,03CO
6702,03FA,small_airport,"Lake Persimmon Airstrip",27,-81,70,NA,US,US-FL,"Lake Placid",no,03FA,,03FA
6703,03FD,closed,"Tharpe Airport",31,-86,115,NA,US,US-FL,Bonifay,no,,,
6704,03FL,heliport,"Ranger Heliport",27,-80,20,NA,US,US-FL,"West Palm Beach",no,03FL,,03FL
6705,03I,closed,"Clarks Dream Strip",40,-83,680,NA,US,US-OH,Circleville,no,,,
6706,03IA,closed,"East Field",42,-92,954,NA,US,US-IA,Montezuma,no,,,
6707,03ID,small_airport,"Flying Y Ranch Airport",45,-117,3180,NA,US,US-ID,Council,no,03ID,,03ID
6708,03II,small_airport,"Davis Field Ultralightport",38,-88,465,NA,US,US-IN,"Mount Vernon",no,03II,,03II
6709,03IL,small_airport,"Wix Airport",41,-88,750,NA,US,US-IL,Monee,no,03IL,,03IL
6710,03IN,small_airport,"Heinzman Airport",40,-86,850,NA,US,US-IN,Arcadia,no,03IN,,03IN
6711,03IS,heliport,"OSF St Anthony's Health Center Heliport",39,-90,580,NA,US,US-IL,Alton,no,03IS,,03IS
6712,03KS,heliport,"Valley Grain Heliport",40,-95,1160,NA,US,US-KS,Highland,no,03KS,,03KS
6713,03KY,small_airport,"Flying H Farms Airport",38,-88,385,NA,US,US-KY,Henderson,no,03KY,,03KY
6714,03LA,heliport,"Damien Heliport",30,-91,25,NA,US,US-LA,Carville,no,03LA,,03LA
6715,03LS,heliport,"Fmc Nr 1 Heliport",32,-92,79,NA,US,US-LA,Winnsboro,no,03LS,,03LS
6716,03M,seaplane_base,"Lakeside Marina Seaplane Base",44,-70,165,NA,US,US-ME,"East Winthrop",no,03M,,03M
6717,03MA,small_airport,"Hadley Airport",42,-73,150,NA,US,US-MA,Hadley,no,03MA,,03MA
6718,03MD,heliport,"Upper Chesapeake Medical Center Heliport",40,-76,302,NA,US,US-MD,"Bel Air",no,03MD,,03MD
6719,03ME,small_airport,"Maple Ridge Airport",44,-71,556,NA,US,US-ME,Harrison,no,03ME,,03ME
6720,03MI,heliport,"Harold Miller Heliport",44,-84,585,NA,US,US-MI,"Bay City",no,03MI,,03MI
6721,03MN,small_airport,"Nauerth Land Ranch Airport",44,-95,1435,NA,US,US-MN,Lakefield,no,03MN,,03MN
6722,03MO,closed,"Cahoochie Airport",38,-93,1010,NA,US,US-MO,Urbana,no,,,
6723,03MS,heliport,"Vicksburg Medical Center Heliport",32,-91,110,NA,US,US-MS,Vicksburg,no,03MS,,03MS
6724,03MT,small_airport,"Cascade Field",47,-112,3580,NA,US,US-MT,Cascade,no,3MT7,,3MT7
6725,03MU,small_airport,"McDonnell Airport",38,-94,874,NA,US,US-MO,Archie,no,03MU,,03MU
6726,03NC,small_airport,"Pilots Ridge Airport",34,-78,35,NA,US,US-NC,"Carolina Beach",no,03NC,,03NC
6727,03ND,small_airport,"Olafson Brothers Airport",49,-98,1045,NA,US,US-ND,Edinburg,no,03ND,,03ND
6728,03NE,small_airport,"Hyde Ranch Airport",42,-99,2430,NA,US,US-NE,Comstock,no,03NE,,03NE
6729,03NH,heliport,"Lorden Heliport",43,-71,400,NA,US,US-NH,Milford,no,03NH,,03NH
6730,03NJ,closed,"AT&T Heliport",41,-74,360,NA,US,US-NJ,"Berkeley Heights",no,,,
6731,03NV,small_airport,"Llama Ranch Airport",41,-115,6120,NA,US,US-NV,"Ruby Valley",no,03NV,,03NV
6732,03NY,small_airport,"Talmage Field",41,-73,95,NA,US,US-NY,Riverhead,no,03NY,,03NY
6733,03OH,small_airport,"Gibbs Field",41,-83,580,NA,US,US-OH,Fremont,no,03OH,,03OH
6734,03OI,heliport,"Cleveland Clinic, Marymount Hospital Heliport",41,-82,890,NA,US,US-OH,"Garfield Heights",no,03OI,,03OI
6735,03OK,small_airport,"Sahoma Lake Airport",36,-96,890,NA,US,US-OK,Sapulpa,no,03OK,,03OK
6736,03OR,small_airport,"Powwatka Ridge Airport",46,-117,3340,NA,US,US-OR,Troy,no,03OR,,03OR
6737,03PA,heliport,"Collegeville Heliport",40,-75,197,NA,US,US-PA,Collegeville,no,03PA,,03PA
6738,03PN,heliport,"M.P. Metals Heliport",41,-76,479,NA,US,US-PA,Berwick,yes,03PN,,03PN
6739,03PS,closed,"Ziggy's Field",41,-78,1050,NA,US,US-PA,Bellefonte,no,,,
6740,03S,small_airport,"Sandy River Airport",45,-122,704,NA,US,US-OR,Sandy,no,03S,,03S
6741,03SC,heliport,"Seacoast Medical Center Heliport",34,-79,73,NA,US,US-SC,"Little River",no,03SC,,03SC
6742,03TA,closed,"Gay Hill Farm Airport",30,-97,505,NA,US,US-TX,"Gay Hill",no,,,
6743,03TE,small_airport,"Barronena Ranch Airport",27,-99,600,NA,US,US-TX,Hebbronville,no,03TE,,03TE
6744,03TN,heliport,"Eagles Landing Heliport",36,-84,1000,NA,US,US-TN,Sevierville,no,03TN,,03TN
6745,03TS,heliport,"Shannon Medical Center Heliport",31,-100,1825,NA,US,US-TX,"San Angelo",no,03TS,,03TS
6746,03TX,heliport,"M D K Field Heliport",30,-95,50,NA,US,US-TX,Pearland,no,03TX,,03TX
6747,03UT,small_airport,"AZ Minerals Corporation Airport",37,-110,5315,NA,US,US-UT,"Mexican Hat",no,03UT,,03UT
6748,03VA,closed,"Whipoorwill Springs Airport",39,-78,250,NA,US,US-VA,Nokesville,no,,,
6749,03WA,small_airport,"Spangle Field",47,-117,2440,NA,US,US-WA,Spangle,no,03WA,,03WA
6750,03WI,closed,"Zink Airport",44,-89,880,NA,US,US-WI,Berlin,no,,,
6751,03WN,small_airport,"Aerostone Ranch Airport",46,-121,2320,NA,US,US-WA,Goldendale,no,03WN,,03WN
6752,03XS,small_airport,"Creekside Airport",31,-101,2100,NA,US,US-TX,Mertzon,no,03XS,,03XS
6753,04AL,heliport,"Anniston AHP (Anniston Army Depot)",34,-86,686,NA,US,US-AL,Anniston,no,04AL,,04AL
6754,04AR,heliport,"Saline Memorial Hospital Heliport",35,-93,430,NA,US,US-AR,Benton,no,04AR,,04AR
6755,04AZ,closed,"Chinle Airport",36,-110,5515,NA,US,US-AZ,Chinle,no,,,
6756,04CA,small_airport,"Gray Butte Field",35,-118,3020,NA,US,US-CA,Palmdale,no,KGXA,,04CA
6757,04CL,small_airport,"Hunt's Sky Ranch Airport",33,-116,2310,NA,US,US-CA,Julian,no,04CL,,04CL
6758,04CT,heliport,"Shingle Mill Heliport",42,-73,880,NA,US,US-CT,Harwinton,no,04CT,,04CT
6759,04F,closed,"De Leon Municipal Airport",32,-99,1293,NA,US,US-TX,"De Leon",no,,,
6760,04FA,small_airport,"Richards Field",26,-81,9,NA,US,US-FL,Homestead,no,04FA,,04FA
6761,04FL,small_airport,"Cross Creek Farms Airport",29,-81,30,NA,US,US-FL,"Ormond Beach",no,04FL,,04FL
6762,04I,small_airport,"Columbus Southwest Airport",40,-83,920,NA,US,US-OH,Columbus,no,04I,,04I
6763,04IA,small_airport,"Middlekoop Airport",41,-92,801,NA,US,US-IA,Packwood,no,04IA,,04IA
6764,04ID,small_airport,"Lanham Field",44,-117,2343,NA,US,US-ID,Emmett,no,04ID,,04ID
6765,04II,closed,"Turkey Run Airport",41,-85,765,NA,US,US-IN,"New Haven",no,,,
